n_regimes,block_size,smooth_weight,vol_scale,score,std_ratio,ac1_ratio,ac5_ratio,js,wass,ks,vc_ratio,hurst_diff
4,24,0.3,0.75,2.924770175170279,0.9548118059864329,0.9995762874753484,0.31346834543426044,0.10993956943964082,0.0001158680473248452,0.042718446601941754,1.9410487145409143,0.013228002638323733
5,48,0.3,1.0,2.94380098448682,1.2405608569751334,0.9982610584951738,1.3111823590930236,0.13185836679725765,0.00026202020947123096,0.06418554476806904,1.8503222031682747,0.008735652030809993
5,60,0.3,1.0,2.957081837551711,1.2356172888998658,1.0114166633191297,1.3153350266234187,0.13106983808450132,0.00025769820474378063,0.06407766990291261,1.855424523368639,0.008095435390981032
3,60,0.3,0.75,3.0189171580215093,0.8250946333856864,0.5070537155739354,0.5402747306361136,0.13313818927934667,0.00019584511032579233,0.06321467098166127,1.2090315109684338,0.03887985706235435
4,24,0.3,0.85,3.0368771136409336,1.082120046784622,0.999576287475352,0.31346834543428415,0.10434367361040944,0.00014179080756296687,0.042286947141316075,1.9410487145409356,0.013214648217087977
3,48,0.3,0.7,3.0629360130464263,0.8776061854435901,0.6299542741167471,0.8261469329935862,0.1260925476730374,0.00018930467277210723,0.062351672060409924,1.802110407764014,0.04126440083125549
3,24,0.3,0.8,3.071624245824203,0.9266992179709013,0.7224024370133849,0.4051129412596769,0.11540195746930118,0.0001434602471680535,0.05210355987055017,1.6446814610404854,0.04126819784964238
5,15,0.3,0.85,3.126388735840257,1.148347246725563,1.0925242886218536,1.1832683969246862,0.10901499822947058,0.0001692152977005878,0.04325782092772384,2.2343620435245533,0.011978645754521233
4,24,0.3,0.7,3.148413970885256,0.8911576855873369,0.9995762874753431,0.3134683454342988,0.11350317034718282,0.00014753227267041714,0.05242718446601942,1.941048714540925,0.013234693721210045
4,15,0.3,0.75,3.181057809199471,0.9884722985909571,1.0590301294812374,0.2516715079672719,0.10664671568287468,0.00010403804731912367,0.036893203883495145,2.0456993071291856,0.01758354417909518
3,60,0.3,0.7,3.2460107113142787,0.7700883244933077,0.507053715573935,0.5402747306360747,0.14509558332346156,0.00024585756551328056,0.07637540453074435,1.2090315109684249,0.03887629575461904
4,15,0.3,0.8,3.2949154878541864,1.0543704518303554,1.0590301294812392,0.2516715079672759,0.10226901180033528,0.00010491907315558547,0.030528586839266448,2.045699307129146,0.017588013820053573
3,24,0.3,0.75,3.296964651701181,0.8687805168477196,0.7224024370133889,0.40511294125970326,0.12777864156367258,0.0001757459021415809,0.0627831715210356,1.6446814610404625,0.04127244544040383
4,30,0.3,1.0,3.3400834539042794,1.2476372939492166,0.9777228348824896,0.5410977918901871,0.12870591323505426,0.0002592342269292196,0.06181229773462782,1.9268900798549389,0.01254378610256739
3,24,0.3,1.0,3.3525861971874487,1.1583740224636265,0.7224024370133855,0.40511294125968955,0.11423343223018678,0.00018889954534450368,0.05749730312837109,1.6446814610404803,0.04125114194557859
4,15,0.3,0.7,3.4103158434044962,0.9225741453515605,1.059030129481243,0.25167150796724486,0.11036920504106831,0.00013179699549361652,0.04714131607335491,2.0456993071291554,0.017579048925763053
4,48,0.3,1.0,3.4147473906233254,1.2771379336198811,1.0035913936410046,0.5428478162531006,0.13231221210857974,0.00027892520825512806,0.06601941747572816,1.928932794512185,0.013458444636297395
4,60,0.3,1.0,3.4147473906233254,1.2771379336198811,1.0035913936410046,0.5428478162531006,0.13231221210857974,0.00027892520825512806,0.06601941747572816,1.928932794512185,0.013458444636297395
3,48,0.3,1.0,3.478237617370446,1.2537231220622713,0.6299542741167448,0.8261469329936151,0.12040347968022566,0.00024968973455190844,0.06483279395900755,1.8021104077640289,0.041273483333043884
4,15,0.3,0.85,3.5097059886627924,1.1202686050697515,1.0590301294812416,0.251671507967281,0.1004867113788849,0.00013435613964655961,0.03646170442286947,2.0456993071291776,0.017592509372145314
3,24,0.3,0.7,3.5269551570797995,0.8108618157245383,0.722402437013387,0.40511294125963726,0.13722164590607802,0.00022647742879613382,0.07475728155339804,1.6446814610404956,0.04127670542264013
5,24,0.3,1.0,3.5856325998706025,1.2896198398147454,1.0512678617685114,1.3331848288712573,0.1310980655641148,0.00029330800114279765,0.06677454153182308,2.0706136925862326,0.01645745073582865
3,15,0.3,0.8,3.608591691524049,1.006794280862939,0.737134292588566,-0.02860992542125147,0.11110448631069,0.00012140770451142072,0.037756202804746494,1.739618378657373,0.04473297515629508
4,24,0.3,1.0,3.7615883310456355,1.2730824079819105,0.9995762874753422,0.3134683454342673,0.1331549409905543,0.0002862623367833067,0.06429341963322546,1.9410487145409228,0.013194329192308674
3,15,0.3,0.75,3.793011768452377,0.9438696383090036,0.7371342925885774,-0.02860992542124845,0.11954205326814375,0.0001414832243259947,0.047249190938511335,1.7396183786573995,0.04473595140038731
3,15,0.3,0.85,3.8002635607034723,1.0697189234168718,0.7371342925885729,-0.028609925421300496,0.10919590249965942,0.00013269222015154837,0.038834951456310676,1.7396183786573771,0.04473002649029123
5,15,0.3,1.0,3.8952594300661234,1.3509967608536033,1.0925242886218491,1.1832683969246904,0.1363418601204104,0.00033507972279193916,0.06655879180151025,2.234362043524537,0.011996268074736683
3,15,0.3,0.7,4.031896417523095,0.8809449957550696,0.7371342925885814,-0.02860992542123677,0.1279557284070498,0.00018365847910906992,0.05943905070118662,1.7396183786573602,0.04473889338887482
4,15,0.3,1.0,4.278894855963065,1.3179630647879437,1.0590301294812388,0.25167150796729393,0.13431986831757756,0.0003037158738869882,0.060194174757281546,2.045699307129171,0.017605927779005336
3,15,0.3,1.0,4.474389283326143,1.2584928510786724,0.7371342925885764,-0.028609925421263727,0.12339892405176664,0.0002483739343029183,0.06040992448759439,1.739618378657378,0.04472105970336497
