label,mean_ratio,std_ratio,skew_real,skew_synth,skew_diff,kurt_real,kurt_synth,kurt_diff,ks_statistic,ks_pvalue,js_divergence,wasserstein,ac_lag1_real,ac_lag1_synth,ac_lag1_ratio,ac_lag5_ratio,ac_lag10_ratio,ac_lag24_ratio,spectral_distance,vol_cluster_real,vol_cluster_synth,vol_cluster_ratio,leverage_real,leverage_synth,hurst_real,hurst_synth,hurst_diff,max_dd_real,max_dd_synth,price_range_ratio,generator,seed,target
HMM_Parametric_K4,0.08114710798857179,1.3908784874887106,-0.2441211998117614,0.01679677697817666,0.26091797678993806,6.936976914032685,4.086778535700426,2.8501983783322586,0.12189859762675297,2.0420086411401417e-12,0.19976360160112427,0.0005331008330480395,0.2544908492668729,0.2580836879781404,1.0141177520591316,-0.23647517907647242,3.029169295682129,-0.43008455010454444,0.0007920939133166453,0.11202311744456873,0.09518843934944982,0.8497213925201729,-0.06453698951890209,0.011692899375846737,0.6572941602350821,0.6691673204855026,0.011873160250420511,-0.10495791527757815,-0.11430352476377617,1.2186362641244257,HMM_Parametric_K4,0,d5
HMM_Parametric_K4,-3.0687115530567537,1.52221289001881,-0.2441211998117614,-0.06682225055579791,0.17729894925596348,6.936976914032685,4.559295440077057,2.3776814739556276,0.1262135922330097,2.778425449450256e-13,0.20557191339514025,0.000627593163506598,0.2544908492668729,0.26653833887674094,1.0473395787886834,-0.9022126401276208,5.623028113717761,-0.43377384029452615,0.0008357367126396787,0.11202311744456873,0.23434745076704308,2.0919561614860687,-0.06453698951890209,0.019492264335873432,0.6572941602350821,0.6461895245025423,0.011104635732539836,-0.10495791527757815,-0.05957537256483963,1.649891791010184,HMM_Parametric_K4,1,d5
HMM_Parametric_K4,-0.870123040884697,1.0944047030399011,-0.2441211998117614,-0.08806826578582234,0.15605293402593906,6.936976914032685,3.6260691144360844,3.3109077995966003,0.07820927723840346,2.356565713901778e-05,0.1388577653086531,0.00021827110591374546,0.2544908492668729,0.2622556353627723,1.0305110620608477,0.5578719712419434,5.461745997011249,0.9396222640114292,0.0007865380408405911,0.11202311744456873,0.12370473087500852,1.1042785962122512,-0.06453698951890209,-0.021587573167582922,0.6572941602350821,0.6634921529344819,0.006197992699399801,-0.10495791527757815,-0.07074302366842974,1.0790001766830308,HMM_Parametric_K4,2,d5
HMM_Parametric_K4,2.9400878426679515,1.4578269609972896,-0.2441211998117614,-0.3223997949087483,0.07827859509698692,6.936976914032685,5.77572560215079,1.1612513118818946,0.0965480043149946,6.107191979856056e-08,0.18511021506412995,0.000513944005169809,0.2544908492668729,0.25736481000363476,1.0112929826162358,0.3525343373237226,0.07669709958000162,-1.0109648019359576,0.0007767726486876628,0.11202311744456873,0.23810763736339463,2.1255223278464377,-0.06453698951890209,-0.10306682178443614,0.6572941602350821,0.6565138830821352,0.0007802771529469288,-0.10495791527757815,-0.21613883394567296,2.130386436757629,HMM_Parametric_K4,3,d5
HMM_Parametric_K4,0.3451947109385525,1.5810872050831477,-0.2441211998117614,-0.30337147193995684,0.05925027212819545,6.936976914032685,4.824946182813932,2.112030731218753,0.12189859762675297,2.0420086411401417e-12,0.21076878100925295,0.0006695500595338267,0.2544908492668729,0.24274162976155766,0.9538324480461208,-1.0269605330573837,-3.8239655957126275,-0.7756990820204986,0.0007988587977820585,0.11202311744456873,0.23772316447677785,2.122090242618074,-0.06453698951890209,-0.03458617997056225,0.6572941602350821,0.6414301403184223,0.015864019916659866,-0.10495791527757815,-0.1536356221371527,1.5766357169161982,HMM_Parametric_K4,4,d5
HMM_Parametric_K4,0.7641002239738023,1.51773720519246,-0.2441211998117614,-0.06210457770642381,0.1820166221053376,6.936976914032685,3.707871148390294,3.2291057656423905,0.13268608414239483,1.2226048932850535e-14,0.21919093099659928,0.0006730348924775123,0.2544908492668729,0.2760198790892317,1.0845964791440588,1.2631063905718058,-3.631204218773849,0.6823856966057473,0.0008127659822853688,0.11202311744456873,0.16853395963059203,1.5044569681252264,-0.06453698951890209,0.007793823078226103,0.6572941602350821,0.6629838790515116,0.005689718816429434,-0.10495791527757815,-0.16982971457293253,1.5299256742937086,HMM_Parametric_K4,5,d5
HMM_Parametric_K4,-1.3234532566034702,1.426848070723224,-0.2441211998117614,-0.01743716808372971,0.22668403172803167,6.936976914032685,4.283359172541401,2.653617741491284,0.13052858683926646,3.52435201255334e-14,0.20144878145145786,0.0005690724513782236,0.2544908492668729,0.256793980096301,1.009049955375853,-0.41345528901609224,1.6866485835533274,0.18095583662889733,0.000821780227775885,0.11202311744456873,0.1257839075054454,1.1228388423281095,-0.06453698951890209,0.010915165117303964,0.6572941602350821,0.6392426439047297,0.018051516330352402,-0.10495791527757815,-0.10171441070496727,1.5645788447716387,HMM_Parametric_K4,6,d5
HMM_Parametric_K4,-0.5978723877760281,1.2049687865395904,-0.2441211998117614,-0.013413748323118115,0.23070745148864327,6.936976914032685,3.676767756962469,3.2602091570702156,0.0889967637540453,8.259019408948759e-07,0.1501611442170549,0.00031906063310465266,0.2544908492668729,0.2794535497380227,1.0980887939313393,0.05031357638671443,0.05844248236270897,0.84999783050833,0.000792221141457099,0.11202311744456873,0.16081639612716647,1.4355643709588928,-0.06453698951890209,-0.009687304687251855,0.6572941602350821,0.6741683709910147,0.01687421075593254,-0.10495791527757815,-0.06724925042858727,0.9054644490076453,HMM_Parametric_K4,7,d5
HMM_Parametric_K4,6.169479587611705,2.012826036788733,-0.2441211998117614,-0.0893399364800133,0.15478126333174808,6.936976914032685,4.20778617508259,2.729190738950095,0.16936353829557713,1.2583521649207611e-23,0.28616037092610674,0.001165522508349169,0.2544908492668729,0.26892153414422526,1.0567041405179154,0.5122199789404128,-3.2998851119664656,0.45644778536843783,0.0007686775664701765,0.11202311744456873,0.21052541951220743,1.87930334661843,-0.06453698951890209,-0.0010123632958425268,0.6572941602350821,0.6536975305537931,0.003596629681289043,-0.10495791527757815,-0.3028511093074959,2.988152400315031,HMM_Parametric_K4,8,d5
HMM_Parametric_K4,-3.016440273847608,1.2526737001232602,-0.2441211998117614,-0.022309307248842735,0.22181189256291867,6.936976914032685,6.0553015889172075,0.8816753251154772,0.08737864077669903,1.4036576433017061e-06,0.15123497506385314,0.0003082386897346131,0.2544908492668729,0.156693665218611,0.6157143397100834,0.652978382443173,3.6827254480033687,-1.1741070791497419,0.0007796754468894727,0.11202311744456873,0.20763108047295695,1.8534663666693345,-0.06453698951890209,-0.002261634902252566,0.6572941602350821,0.6336669927794177,0.0236271674556644,-0.10495791527757815,-0.10052549461783995,1.9644073759185037,HMM_Parametric_K4,9,d5
Block_Bootstrap_bs30,3.660002240374868,1.5367496229394606,-0.2441211998117614,-0.43789419460965207,0.19377299479789067,6.936976914032685,6.524279622388352,0.41269729164433233,0.08360302049622438,4.657869288345357e-06,0.17502258291937586,0.0005148703722287645,0.2544908492668729,0.24838054406271654,0.9759900789291298,0.655966092243061,1.2216134490928872,-0.4998864087554678,0.0008142265531558577,0.11202311744456873,0.2001408244814661,1.7866028820390556,-0.06453698951890209,-0.030771325829668697,0.6572941602350821,0.6268892991187293,0.030404861116352877,-0.10495791527757815,-0.19809292011750446,2.0898892135057943,Block_Bootstrap_bs30,0,d5
Block_Bootstrap_bs30,1.8710216152143773,1.5189219917178747,-0.2441211998117614,-0.24614085711431696,0.002019657302555572,6.936976914032685,7.991609754993341,1.0546328409606565,0.06903991370010787,0.0002891378392987974,0.1575680517211355,0.000451236122965211,0.2544908492668729,0.25541368460066194,1.0036262024212168,0.0800711284213445,-5.964634231011887,-0.8680108961764377,0.0008220313707159579,0.11202311744456873,0.19578600765561588,1.7477286128239975,-0.06453698951890209,-0.03685314365372017,0.6572941602350821,0.6332444311146962,0.024049729120385943,-0.10495791527757815,-0.14711532662553742,1.5381887583447038,Block_Bootstrap_bs30,1,d5
Block_Bootstrap_bs30,1.5206132483091601,1.4594340726070374,-0.2441211998117614,-0.42036513271669723,0.17624393290493584,6.936976914032685,8.030233964091929,1.0932570500592442,0.05663430420711974,0.0052211805032726846,0.15127778971355357,0.0003867260838344575,0.2544908492668729,0.22323093500008587,0.8771668436926541,1.4644872714267951,2.1034283374367377,-0.39115255790949893,0.0007771081171873063,0.11202311744456873,0.1572126985392645,1.4033951395528381,-0.06453698951890209,-0.05503188867083814,0.6572941602350821,0.6326856030973856,0.024608557137696496,-0.10495791527757815,-0.14429301997551935,1.6551537081422583,Block_Bootstrap_bs30,2,d5
Block_Bootstrap_bs30,2.3051236842911242,1.4603264288446718,-0.2441211998117614,-0.1086499550440684,0.135471244767693,6.936976914032685,8.204971609562172,1.2679946955294872,0.05663430420711974,0.0052211805032726846,0.14681805224992314,0.0003826391146026899,0.2544908492668729,0.24696064984060778,0.9704107261696922,1.8250233602005574,-3.8951485978884555,-0.7531653510772196,0.0008137539748752479,0.11202311744456873,0.2680973742096519,2.393232578465885,-0.06453698951890209,0.005936764338989135,0.6572941602350821,0.6556886017802331,0.0016055584548489987,-0.10495791527757815,-0.2067242309661795,2.3141654645104155,Block_Bootstrap_bs30,3,d5
Block_Bootstrap_bs30,5.399171796952233,1.6129118661870718,-0.2441211998117614,-0.16025048935043165,0.08387071046132974,6.936976914032685,8.2806884605707,1.3437115465380147,0.06580366774541532,0.0006500022654666937,0.17539924778941585,0.0005326822493073269,0.2544908492668729,0.27344209818152526,1.0744673098040514,0.10771814171908918,0.44726519576496043,-0.5109519220490972,0.0008078950645961895,0.11202311744456873,0.19260934834352528,1.719371436336185,-0.06453698951890209,-0.05775194068743561,0.6572941602350821,0.6102361894024461,0.047057970832636076,-0.10495791527757815,-0.22154693860198596,2.3822832493429993,Block_Bootstrap_bs30,4,d5
Block_Bootstrap_bs30,-1.130961085884765,1.4045858739351524,-0.2441211998117614,0.015899183459128854,0.2600203832708902,6.936976914032685,6.889476525765112,0.04750038826757308,0.05609492988133765,0.005844738591438592,0.1508185604181587,0.0003421634335426372,0.2544908492668729,0.27314213763507084,1.0732886405225486,0.7077312205455816,-2.139119519731765,0.08368994949985568,0.0007798859970649618,0.11202311744456873,0.19504010409034284,1.7410701339109989,-0.06453698951890209,-0.03269210181698951,0.6572941602350821,0.6393876928640392,0.017906467371042956,-0.10495791527757815,-0.08555112076487636,1.287376649340803,Block_Bootstrap_bs30,5,d5
Block_Bootstrap_bs30,3.167216891492319,1.6304829114520734,-0.2441211998117614,-0.17828007057155387,0.06584112924020752,6.936976914032685,7.558948302611747,0.6219713885790625,0.0825242718446602,6.497970078422357e-06,0.1756286820124766,0.0005936257732763742,0.2544908492668729,0.215618652491159,0.8472550314178472,-0.13413782839444557,2.2248432801377604,-0.5909859537408104,0.0007683146907190725,0.11202311744456873,0.13608642889215009,1.2148066577373047,-0.06453698951890209,-0.0116477351395983,0.6572941602350821,0.6270806440515805,0.030213516183501654,-0.10495791527757815,-0.25350627479724036,2.8255070499931745,Block_Bootstrap_bs30,6,d5
Block_Bootstrap_bs30,0.6952861790002469,1.6909057238121126,-0.2441211998117614,0.1842474595994276,0.42836865941118896,6.936976914032685,9.721710484317866,2.784733570285181,0.07713052858683926,3.2169307557411826e-05,0.17679738216330182,0.0005790656545620371,0.2544908492668729,0.25380017025509,0.9972860359664304,0.15199022321678968,-3.956610465702908,-0.0333975681632613,0.0008143445305465475,0.11202311744456873,0.21681750146501397,1.9354710564299336,-0.06453698951890209,0.037094965264540175,0.6572941602350821,0.6608268361320919,0.003532675897009785,-0.10495791527757815,-0.15273117120030075,1.6495782325645465,Block_Bootstrap_bs30,7,d5
Block_Bootstrap_bs30,0.7838885824374568,1.522064787539171,-0.2441211998117614,-0.39541598769041375,0.15129478787865236,6.936976914032685,7.498555491871837,0.5615785778391524,0.0744336569579288,6.872303304993381e-05,0.16114102236497777,0.00046564216142301975,0.2544908492668729,0.2448234665420641,0.9620128474062695,0.9521400487383445,-0.2196870306825468,0.6515356277991556,0.0007706354797157338,0.11202311744456873,0.21367886057136376,1.9074532600567584,-0.06453698951890209,-0.05869222442419181,0.6572941602350821,0.6368436672386624,0.020450492996419767,-0.10495791527757815,-0.131879251928885,1.5006247968105704,Block_Bootstrap_bs30,8,d5
Block_Bootstrap_bs30,-0.7064747764816226,1.517806087566094,-0.2441211998117614,-0.6095439701119346,0.3654227703001732,6.936976914032685,8.853905378074742,1.9169284640420576,0.06796116504854369,0.00038041442899806736,0.15594710327369046,0.00042634011064620556,0.2544908492668729,0.2650519606487814,1.0414989828213177,-1.0119565556831476,-3.543909565500083,0.8590475791029439,0.0007759682572097024,0.11202311744456873,0.1863642672134154,1.6636232901269878,-0.06453698951890209,-0.06630655204223168,0.6572941602350821,0.6328842464735256,0.024409913761556545,-0.10495791527757815,-0.14355378316432335,1.982833359145554,Block_Bootstrap_bs30,9,d5
